GDAY_DS,T_ID,TB_SC,INN2,BF,PA-AB,AB,HIT,H1,H2,H3,HR,SB_SR,KK,WP,ER,ERA,BABIP,KK9,BB9
20160429,SS,T,24,177,3,38,15,11,1,0,3,0.0,6,0,10,1.25,0.41379310344827586,6.75,3.375
20160430,LG,B,27,149,2,34,9,8,1,0,0,0.0,6,0,3,0.3333333333333333,0.32142857142857145,6.0,2.0
20160430,KT,T,27,154,8,28,5,4,1,0,0,0.0,7,1,2,0.2222222222222222,0.22727272727272727,7.0,6.0
20160430,LT,B,27,183,4,38,11,8,1,0,2,0.0,9,0,8,0.8888888888888888,0.3333333333333333,9.0,4.0
20160430,NC,T,27,143,2,32,5,3,2,0,0,0.0,12,0,1,0.1111111111111111,0.25,12.0,2.0
20160430,HT,B,27,166,10,32,10,5,4,0,1,0.3333333333333333,6,1,6,0.6666666666666666,0.36,6.0,8.0
20160430,OB,T,27,154,3,37,11,8,2,0,1,0.0,7,1,5,0.5555555555555556,0.3448275862068966,7.0,3.0
20160430,WO,B,27,133,3,39,13,9,3,0,1,1.0,7,0,5,0.5555555555555556,0.3870967741935484,7.0,2.0
20160430,SK,T,27,145,4,30,5,5,0,0,0,1.0,7,0,1,0.1111111111111111,0.21739130434782608,7.0,4.0
20160430,HH,B,27,146,8,33,10,5,3,0,2,0.0,3,0,3,0.3333333333333333,0.27586206896551724,3.0,5.0
20160430,SS,T,27,164,5,31,7,6,1,0,0,0.0,7,0,2,0.2222222222222222,0.28,7.0,4.0
20160501,LG,B,27,150,6,31,9,7,2,0,0,0.0,3,0,2,0.2222222222222222,0.32142857142857145,3.0,5.0
20160501,KT,T,24,139,7,28,7,5,1,0,1,0.75,5,0,4,0.5,0.2608695652173913,5.625,5.625
20160501,LT,B,27,135,2,36,10,7,0,0,3,0.0,8,0,5,0.5555555555555556,0.2692307692307692,8.0,1.0
20160501,NC,T,27,146,4,32,5,5,0,0,0,0.0,6,2,1,0.1111111111111111,0.18518518518518517,6.0,3.0
20160501,HT,B,27,134,1,35,9,7,1,0,1,0.0,2,0,3,0.3333333333333333,0.25,2.0,1.0
20160501,OB,T,27,137,4,32,7,5,1,0,1,0.0,3,0,0,0.0,0.21428571428571427,3.0,4.0
20160501,WO,B,27,109,3,30,5,3,2,0,0,0.0,4,0,1,0.1111111111111111,0.19230769230769232,4.0,2.0
20160501,SK,T,24,146,4,39,14,10,2,1,1,1.0,5,0,9,1.125,0.3939393939393939,5.625,4.5
20160501,HH,B,27,181,8,35,11,10,0,1,0,0.6666666666666666,7,0,8,0.8888888888888888,0.3793103448275862,7.0,7.0
20160501,SS,T,24,145,9,28,8,3,4,0,1,1.0,8,0,9,1.125,0.3333333333333333,9.0,6.75
20160503,SK,B,27,161,13,28,5,2,2,0,1,1.0,6,0,7,0.7777777777777778,0.19047619047619047,6.0,11.0
20160503,HH,T,27,152,4,33,8,7,1,0,0,0.0,9,0,2,0.2222222222222222,0.3333333333333333,9.0,3.0
20160503,HT,B,27,163,7,30,5,4,0,0,1,1.0,8,0,2,0.2222222222222222,0.19047619047619047,8.0,7.0
20160503,LT,T,24,138,7,29,7,5,1,0,1,0.0,6,0,3,0.375,0.2727272727272727,6.75,4.5
20160503,SS,B,27,170,7,36,11,9,1,0,1,0.0,10,0,3,0.3333333333333333,0.4,10.0,5.0
20160503,WO,T,27,115,2,29,8,8,0,0,0,0.0,3,0,0,0.0,0.3076923076923077,3.0,2.0
20160504,SK,B,27,150,7,32,7,5,1,0,1,0.0,6,0,1,0.1111111111111111,0.24,6.0,7.0
20160504,HH,T,24,154,11,31,10,9,0,0,1,1.0,2,0,5,0.625,0.32142857142857145,2.25,10.125
20160504,HT,B,27,153,4,34,11,10,0,0,1,1.0,4,0,1,0.1111111111111111,0.3448275862068966,4.0,4.0
20160504,LT,T,24,149,5,30,7,5,1,0,1,0.0,11,1,3,0.375,0.3333333333333333,12.375,5.625
20160504,KT,B,27,167,5,36,13,9,2,1,1,0.0,4,0,7,0.7777777777777778,0.3870967741935484,4.0,4.0
20160504,NC,T,27,175,6,35,9,8,1,0,0,0.0,9,1,6,0.6666666666666666,0.34615384615384615,9.0,5.0
20160504,LG,B,27,185,5,48,21,13,4,0,4,0.0,5,1,16,1.7777777777777777,0.4358974358974359,5.0,5.0
20160504,OB,T,27,133,5,31,4,2,2,0,0,1.0,5,1,1,0.1111111111111111,0.15384615384615385,5.0,5.0
20160504,SS,B,27,139,1,36,10,8,0,1,1,0.5,5,0,5,0.5555555555555556,0.2903225806451613,5.0,0.0
20160504,WO,T,27,157,3,34,10,8,2,0,0,1.0,5,1,3,0.3333333333333333,0.3333333333333333,5.0,2.0
20160505,SK,B,27,156,3,39,13,10,0,0,3,1.0,7,0,6,0.6666666666666666,0.3448275862068966,7.0,3.0
20160505,HH,T,24,201,6,48,21,13,3,0,5,1.0,5,0,14,1.75,0.41025641025641024,5.625,5.625
20160505,HT,B,27,133,3,29,3,2,1,0,0,0.0,6,0,1,0.1111111111111111,0.13043478260869565,6.0,3.0
20160505,LT,T,24,194,14,38,18,14,1,1,2,0.0,5,0,17,2.125,0.48484848484848486,5.625,13.5
20160505,KT,B,27,210,11,43,16,8,5,1,2,1.0,5,0,10,1.1111111111111112,0.3783783783783784,5.0,9.0
20160505,NC,T,27,139,5,32,7,7,0,0,0,1.0,8,0,2,0.2222222222222222,0.2916666666666667,8.0,5.0
20160505,LG,B,30,181,5,45,19,17,2,0,0,0.0,4,0,6,0.6,0.4523809523809524,3.6,3.6
20160505,OB,T,28,179,5,36,10,6,3,0,1,0.0,10,1,7,0.75,0.36,9.642857142857142,2.892857142857143
20160505,SS,B,27,119,3,30,4,2,1,0,1,0.0,5,0,2,0.2222222222222222,0.125,5.0,3.0
20160505,WO,T,24,118,2,31,7,2,2,3,0,1.0,6,0,5,0.625,0.2692307692307692,6.75,1.125
20160506,KT,B,27,170,2,37,10,6,4,0,0,0.0,9,0,1,0.1111111111111111,0.3448275862068966,9.0,1.0
20160506,HH,T,24,139,6,35,15,10,2,0,3,0.5,6,0,10,1.25,0.46153846153846156,6.75,6.75
20160506,WO,B,27,162,4,35,13,4,5,2,2,0.0,5,0,6,0.6666666666666666,0.36666666666666664,5.0,2.0
20160506,HT,T,24,172,6,44,20,15,1,1,3,1.0,7,0,15,1.875,0.5,7.875000000000001,6.75
20160506,NC,B,27,138,4,29,5,5,0,0,0,0.0,5,0,2,0.2222222222222222,0.20833333333333334,5.0,3.0
20160506,LG,T,24,150,2,37,15,10,3,0,2,0.0,5,1,13,1.625,0.43333333333333335,5.625,2.25
20160506,OB,B,27,187,8,37,12,6,4,1,1,0.0,9,1,7,0.7777777777777778,0.4074074074074074,9.0,7.0
20160506,LT,T,27,127,3,31,5,4,1,0,0,0.0,7,0,0,0.0,0.20833333333333334,7.0,3.0
20160506,SS,B,27,113,3,32,10,6,2,1,1,0.0,6,0,4,0.4444444444444444,0.36,6.0,1.0
20160506,SK,T,24,101,3,31,8,4,2,1,1,1.0,2,1,3,0.375,0.25,2.25,1.125
20160507,KT,B,27,170,7,37,12,8,2,0,2,1.0,6,1,10,1.1111111111111112,0.3448275862068966,6.0,7.0
20160507,HH,T,24,203,6,42,20,18,2,0,0,1.0,9,1,17,2.125,0.6060606060606061,10.125,6.75
20160507,WO,B,27,125,5,31,6,4,1,0,1,1.0,5,1,3,0.3333333333333333,0.2,5.0,3.0
20160507,HT,T,24,112,1,33,8,6,1,1,0,1.0,7,1,3,0.375,0.3076923076923077,7.875000000000001,1.125
20160507,NC,B,27,161,6,31,6,6,0,0,0,0.0,8,0,1,0.1111111111111111,0.2608695652173913,8.0,6.0
20160507,LG,T,24,147,3,32,8,4,1,0,3,0.0,12,0,4,0.5,0.29411764705882354,13.5,3.375
20160507,OB,B,27,169,7,34,9,6,2,0,1,1.0,10,0,5,0.5555555555555556,0.34782608695652173,10.0,6.0
20160507,LT,T,27,162,5,30,6,5,1,0,0,0.0,7,0,0,0.0,0.2608695652173913,7.0,5.0
20160507,SS,B,27,167,11,31,7,5,2,0,0,0.5,7,3,6,0.6666666666666666,0.28,7.0,9.0
20160507,SK,T,27,134,1,36,8,4,4,0,0,1.0,4,2,3,0.3333333333333333,0.25,4.0,1.0
20160508,KT,B,27,155,6,30,4,3,0,0,1,0.0,9,0,4,0.4444444444444444,0.15,9.0,6.0
20160508,HH,T,24,138,6,33,13,11,1,0,1,0.0,4,0,6,0.75,0.42857142857142855,4.5,5.625
20160508,WO,B,27,150,4,37,11,8,3,0,0,0.0,9,0,4,0.4444444444444444,0.39285714285714285,9.0,3.0
20160508,HT,T,26,171,6,35,10,5,2,1,2,0.0,6,0,4,0.46153846153846156,0.2962962962962963,6.230769230769231,6.230769230769231
20160508,NC,B,27,140,2,36,9,7,1,0,1,0.0,6,1,5,0.5555555555555556,0.27586206896551724,6.0,2.0
20160508,LG,T,24,174,14,30,12,10,2,0,0,0.5,3,0,11,1.375,0.41379310344827586,3.375,12.375
20160508,OB,B,27,221,11,44,21,15,4,0,2,0.75,6,0,17,1.8888888888888888,0.5277777777777778,6.0,10.0
20160508,LT,T,27,171,6,46,18,14,1,0,3,0.0,7,2,11,1.2222222222222223,0.40540540540540543,7.0,5.0
20160508,SS,B,33,194,8,43,15,14,0,0,1,0.5,8,0,7,0.6363636363636364,0.3888888888888889,6.545454545454546,4.909090909090909
20160508,SK,T,31,197,14,43,12,10,1,0,1,0.0,10,1,6,0.5806451612903225,0.34375,8.709677419354838,10.451612903225806
20160510,SK,B,27,171,5,37,13,4,4,0,5,1.0,6,0,11,1.2222222222222223,0.2962962962962963,6.0,4.0
20160510,OB,T,27,168,7,38,13,7,5,0,1,0.0,11,0,7,0.7777777777777778,0.4444444444444444,11.0,5.0
20160510,LG,B,27,179,8,41,17,14,2,0,1,1.0,3,0,9,1.0,0.42105263157894735,3.0,7.0
20160510,SS,T,27,161,9,33,9,9,0,0,0,0.0,4,0,3,0.3333333333333333,0.3,4.0,8.0
20160511,HT,B,27,146,3,34,9,7,1,0,1,0.0,9,0,3,0.3333333333333333,0.3333333333333333,9.0,3.0
20160511,KT,T,24,156,2,38,14,7,6,0,1,1.0,6,0,6,0.75,0.41935483870967744,6.75,1.125
20160511,HH,B,27,187,10,35,9,8,1,0,0,0.0,8,0,4,0.4444444444444444,0.32142857142857145,8.0,9.0
20160511,NC,T,24,150,4,36,13,9,4,0,0,0.0,7,0,5,0.625,0.4482758620689655,7.875000000000001,3.375
20160511,SK,B,27,163,6,35,12,7,2,0,3,0.5,6,0,7,0.7777777777777778,0.3333333333333333,6.0,5.0
20160511,OB,T,27,140,3,32,9,7,2,0,0,0.0,7,2,3,0.3333333333333333,0.36,7.0,2.0
20160511,LG,B,27,119,2,37,11,7,3,1,0,0.0,6,0,2,0.2222222222222222,0.3548387096774194,6.0,1.0
20160511,SS,T,24,176,6,45,22,15,4,1,2,1.0,6,0,13,1.625,0.5263157894736842,6.75,4.5
20160511,LT,B,27,183,5,43,17,9,3,1,4,0.0,13,1,16,1.7777777777777777,0.5,13.0,5.0
20160511,WO,T,27,149,1,34,9,7,2,0,0,0.0,9,0,2,0.2222222222222222,0.36,9.0,1.0
20160512,HT,B,27,146,7,31,8,5,1,0,2,0.0,5,0,6,0.6666666666666666,0.24,5.0,4.0
20160512,KT,T,24,149,4,38,16,8,5,1,2,0.0,10,0,7,0.875,0.5384615384615384,11.25,4.5
20160512,HH,B,27,199,14,36,12,9,1,1,1,1.0,10,1,12,1.3333333333333333,0.4230769230769231,10.0,11.0
20160512,NC,T,27,151,3,33,6,4,1,1,0,0.0,10,0,1,0.1111111111111111,0.2608695652173913,10.0,3.0
20160512,SK,B,27,140,3,35,10,7,3,0,0,1.0,7,0,2,0.2222222222222222,0.35714285714285715,7.0,3.0
20160512,OB,T,24,137,4,33,10,6,1,0,3,0.0,8,2,4,0.5,0.30434782608695654,9.0,3.375
20160512,LG,B,27,181,12,34,9,7,2,0,0,0.5,6,2,6,0.6666666666666666,0.3103448275862069,6.0,10.0
20160512,SS,T,27,142,5,33,10,7,2,1,0,0.0,7,1,5,0.5555555555555556,0.38461538461538464,7.0,3.0
20160512,LT,B,27,142,1,30,3,1,2,0,0,0.0,12,0,0,0.0,0.16666666666666666,12.0,1.0
20160512,WO,T,24,159,8,30,9,5,1,1,2,0.5,4,1,8,1.0,0.2916666666666667,4.5,7.875000000000001
20160513,HT,B,27,143,4,32,6,5,1,0,0,0.0,6,0,2,0.2222222222222222,0.23076923076923078,6.0,4.0
20160513,HH,T,24,130,6,27,6,5,1,0,0,0.0,2,0,2,0.25,0.24,2.25,6.75
20160513,NC,B,27,153,2,36,10,7,1,0,2,0.0,7,0,5,0.5555555555555556,0.2962962962962963,7.0,2.0
20160513,KT,T,27,136,1,35,9,7,0,0,2,0.0,11,1,4,0.4444444444444444,0.3181818181818182,11.0,1.0
20160513,SS,B,27,206,15,37,14,9,2,0,3,1.0,6,1,13,1.4444444444444444,0.3793103448275862,6.0,14.0
20160513,LT,T,27,179,4,40,13,12,0,0,1,0.0,8,0,7,0.7777777777777778,0.3870967741935484,8.0,4.0
20160513,WO,B,27,183,7,39,15,10,4,0,1,1.0,8,0,7,0.7777777777777778,0.45161290322580644,8.0,5.0
20160513,OB,T,27,129,6,34,10,7,3,0,0,1.0,8,2,4,0.4444444444444444,0.35714285714285715,8.0,4.0
20160513,LG,B,27,139,4,30,3,2,1,0,0,0.0,7,1,1,0.1111111111111111,0.13043478260869565,7.0,4.0
20160513,SK,T,24,118,5,29,8,5,2,1,0,0.0,7,1,2,0.25,0.36363636363636365,7.875000000000001,5.625
20160514,HT,B,27,112,0,30,5,5,0,0,0,0.0,6,0,0,0.0,0.20833333333333334,6.0,0.0
20160514,HH,T,24,136,4,36,12,10,1,0,1,1.0,3,2,8,1.0,0.34375,3.375,4.5
20160514,NC,B,27,152,6,34,9,3,2,0,4,0.0,7,2,6,0.6666666666666666,0.20833333333333334,7.0,4.0
20160514,KT,T,27,160,5,36,10,8,2,0,0,1.0,11,0,3,0.3333333333333333,0.4,11.0,5.0
20160514,SS,B,27,171,3,37,9,7,2,0,0,1.0,6,1,3,0.3333333333333333,0.2903225806451613,6.0,3.0
20160514,LT,T,24,184,7,36,15,12,2,0,1,0.5,5,0,8,1.0,0.45161290322580644,5.625,6.75
20160514,WO,B,27,192,5,42,18,13,2,1,2,0.0,6,0,12,1.3333333333333333,0.45714285714285713,6.0,4.0
20160514,OB,T,27,147,6,32,5,3,1,0,1,0.0,8,0,1,0.1111111111111111,0.17391304347826086,8.0,6.0
20160514,LG,B,27,156,5,34,5,4,0,0,1,0.0,4,1,2,0.2222222222222222,0.13793103448275862,4.0,5.0
20160514,SK,T,24,164,5,38,16,11,3,1,1,0.5,3,1,11,1.375,0.42857142857142855,3.375,4.5
20160515,HT,B,27,183,5,42,18,16,2,0,0,0.75,7,0,7,0.7777777777777778,0.5142857142857142,7.0,5.0
20160515,HH,T,24,158,10,32,9,6,1,0,2,0.5,7,0,8,1.0,0.30434782608695654,7.875000000000001,11.25
20160515,NC,B,36,197,6,42,7,7,0,0,0,1.0,12,0,2,0.16666666666666666,0.23333333333333334,9.0,4.5
20160515,KT,T,36,207,7,43,7,5,2,0,0,0.8,10,1,2,0.16666666666666666,0.21212121212121213,7.5,5.25
20160515,SS,B,27,153,3,38,11,8,2,0,1,0.0,11,0,8,0.8888888888888888,0.38461538461538464,11.0,3.0
20160515,LT,T,27,149,2,35,9,7,1,0,1,1.0,6,0,2,0.2222222222222222,0.2857142857142857,6.0,2.0
20160515,WO,B,27,158,4,37,11,9,1,0,1,1.0,3,1,5,0.5555555555555556,0.30303030303030304,3.0,4.0
20160515,OB,T,27,140,1,33,8,6,1,0,1,0.0,4,0,3,0.3333333333333333,0.25,4.0,1.0
20160517,SS,B,30,146,4,36,9,7,0,0,2,1.0,11,0,3,0.3,0.30434782608695654,9.899999999999999,1.8
20160517,HH,T,29,174,8,36,10,7,3,0,0,0.0,7,1,4,0.4137931034482759,0.3448275862068966,6.517241379310345,6.517241379310345
20160517,OB,B,27,161,3,36,11,7,4,0,0,1.0,10,0,3,0.3333333333333333,0.4074074074074074,10.0,2.0
20160517,HT,T,24,114,4,30,9,7,1,0,1,1.0,1,0,4,0.5,0.26666666666666666,1.125,2.25
20160517,KT,B,27,171,6,34,9,5,1,0,3,0.5,10,1,9,1.0,0.2857142857142857,10.0,6.0
20160517,LG,T,27,147,4,35,13,11,1,1,0,0.5,5,0,7,0.7777777777777778,0.40625,5.0,2.0
20160517,SK,B,27,146,2,36,11,10,1,0,0,0.0,8,0,2,0.2222222222222222,0.3793103448275862,8.0,1.0
20160517,LT,T,24,162,7,32,9,8,1,0,0,0.0,5,1,5,0.625,0.3103448275862069,5.625,5.625
20160517,WO,B,27,141,2,36,9,5,1,1,2,0.0,4,0,3,0.3333333333333333,0.23333333333333334,4.0,2.0
20160517,NC,T,24,136,2,33,10,7,2,0,1,1.0,8,0,5,0.625,0.375,9.0,2.25
20160518,SS,B,27,115,3,32,6,6,0,0,0,0.0,5,0,2,0.2222222222222222,0.2222222222222222,5.0,3.0
20160518,HH,T,24,182,11,34,13,7,4,0,2,0.0,5,3,13,1.625,0.4074074074074074,5.625,11.25
20160518,OB,B,27,145,6,33,9,3,4,0,2,0.0,4,1,5,0.5555555555555556,0.25925925925925924,4.0,6.0
20160518,HT,T,24,160,7,41,18,12,2,2,2,0.0,5,1,14,1.75,0.47058823529411764,5.625,7.875000000000001
20160518,KT,B,27,157,4,32,9,5,2,0,2,1.0,7,0,6,0.6666666666666666,0.2916666666666667,7.0,2.0
20160518,LG,T,27,144,6,31,5,4,1,0,0,0.0,8,0,2,0.2222222222222222,0.21739130434782608,8.0,6.0
20160518,SK,B,27,151,3,34,7,5,1,1,0,0.5,8,1,2,0.2222222222222222,0.2692307692307692,8.0,3.0
20160518,LT,T,24,102,1,31,7,6,0,0,1,0.0,7,0,5,0.625,0.2608695652173913,7.875000000000001,1.125
20160518,WO,B,27,166,6,36,14,11,2,0,1,0.0,5,0,6,0.6666666666666666,0.41935483870967744,5.0,5.0
20160518,NC,T,24,156,4,37,16,15,0,0,1,0.0,5,1,8,1.0,0.4838709677419355,5.625,4.5
20160519,SS,B,27,152,7,37,10,5,0,1,4,1.0,5,0,9,1.0,0.21428571428571427,5.0,7.0
20160519,HH,T,27,141,3,37,13,10,1,0,2,0.5,4,0,6,0.6666666666666666,0.34375,4.0,2.0
20160519,OB,B,27,176,4,35,11,9,2,0,0,1.0,7,0,3,0.3333333333333333,0.39285714285714285,7.0,4.0
20160519,HT,T,24,152,5,33,10,5,4,0,1,1.0,6,1,8,1.0,0.3333333333333333,6.75,4.5
20160519,KT,B,30,190,5,38,8,5,3,0,0,0.0,10,1,4,0.4,0.2857142857142857,9.0,4.5
20160519,LG,T,30,113,3,31,3,3,0,0,0,1.0,7,0,0,0.0,0.125,6.3,2.7
20160519,SK,B,27,134,4,34,9,6,2,1,0,0.0,8,0,3,0.3333333333333333,0.34615384615384615,8.0,4.0
20160519,LT,T,27,144,5,32,8,4,1,0,3,0.0,8,0,3,0.3333333333333333,0.23809523809523808,8.0,3.0
20160519,WO,B,27,155,2,37,11,8,0,1,2,0.0,7,0,6,0.6666666666666666,0.32142857142857145,7.0,1.0
20160519,NC,T,27,120,3,31,8,6,1,1,0,0.5,10,1,2,0.2222222222222222,0.38095238095238093,10.0,3.0
20160520,HH,B,27,143,2,33,8,5,3,0,0,1.0,10,0,2,0.2222222222222222,0.34782608695652173,10.0,2.0
20160520,KT,T,24,145,7,34,12,8,1,1,2,1.0,6,2,10,1.25,0.38461538461538464,6.75,6.75
20160520,LT,B,27,188,7,43,17,9,2,0,6,0.0,6,3,19,2.111111111111111,0.3548387096774194,6.0,7.0
20160520,OB,T,27,143,4,37,11,7,1,0,3,1.0,9,0,5,0.5555555555555556,0.32,9.0,4.0
20160520,HT,B,27,138,3,34,8,5,3,0,0,0.5,6,0,4,0.4444444444444444,0.2857142857142857,6.0,3.0
20160520,SK,T,24,134,8,28,9,7,0,0,2,1.0,5,2,5,0.625,0.3181818181818182,5.625,6.75
20160520,NC,B,27,196,11,40,18,14,3,0,1,0.0,5,0,12,1.3333333333333333,0.4857142857142857,5.0,10.0
20160520,SS,T,27,162,4,34,8,7,1,0,0,1.0,6,0,2,0.2222222222222222,0.2857142857142857,6.0,4.0
20160520,LG,B,27,148,7,28,4,3,1,0,0,1.0,11,1,3,0.3333333333333333,0.2222222222222222,11.0,5.0
20160520,WO,T,24,108,4,29,9,6,2,1,0,0.0,3,0,4,0.5,0.34615384615384615,3.375,2.25
20160521,HH,B,36,226,11,44,13,11,2,0,0,0.5,12,0,8,0.6666666666666666,0.38235294117647056,9.0,5.25
20160521,KT,T,36,218,11,47,15,11,2,1,1,0.0,7,0,8,0.6666666666666666,0.358974358974359,5.25,6.75
20160521,LT,B,27,156,4,36,12,5,5,0,2,0.0,8,1,6,0.6666666666666666,0.38461538461538464,8.0,4.0
20160521,OB,T,27,164,4,40,14,11,3,0,0,0.0,4,0,4,0.4444444444444444,0.3888888888888889,4.0,4.0
20160521,HT,B,27,146,5,37,12,7,1,0,4,0.0,2,0,7,0.7777777777777778,0.25806451612903225,2.0,4.0
20160521,SK,T,27,160,7,33,8,5,0,1,2,0.0,8,0,5,0.5555555555555556,0.25,8.0,6.0
20160521,NC,B,27,169,7,33,10,8,1,1,0,0.0,8,0,2,0.2222222222222222,0.38461538461538464,8.0,6.0
20160521,SS,T,24,135,9,33,13,9,2,0,2,0.0,4,1,10,1.25,0.4074074074074074,4.5,7.875000000000001
20160521,LG,B,27,178,8,37,13,7,3,1,2,0.6666666666666666,4,0,6,0.6666666666666666,0.3548387096774194,4.0,6.0
20160521,WO,T,27,161,9,36,12,10,2,0,0,0.5,4,0,2,0.2222222222222222,0.36363636363636365,4.0,8.0
20160522,HH,B,27,207,6,47,22,14,3,0,5,1.0,4,2,18,2.0,0.4473684210526316,4.0,5.0
20160522,KT,T,27,131,1,40,11,5,3,0,3,1.0,5,0,4,0.4444444444444444,0.25,5.0,1.0
20160522,LT,B,27,171,6,35,9,3,5,0,1,0.0,6,1,4,0.4444444444444444,0.2857142857142857,6.0,5.0
20160522,OB,T,24,180,6,38,15,10,2,0,3,1.0,10,2,10,1.25,0.48,11.25,6.75
20160522,HT,B,27,150,4,35,10,7,1,0,2,0.0,12,0,2,0.2222222222222222,0.36363636363636365,12.0,2.0
20160522,SK,T,24,148,4,32,10,8,2,0,0,1.0,3,0,3,0.375,0.3448275862068966,3.375,2.25
20160522,NC,B,27,179,5,38,11,6,0,0,5,1.0,10,1,8,0.8888888888888888,0.2608695652173913,10.0,5.0
20160522,SS,T,24,153,2,37,14,9,3,0,2,0.0,6,0,9,1.125,0.41379310344827586,6.75,2.25
20160522,LG,B,27,129,2,35,10,7,2,0,1,0.0,6,0,4,0.4444444444444444,0.3103448275862069,6.0,1.0
20160522,WO,T,24,135,3,29,7,5,2,0,0,0.5,9,0,4,0.5,0.35,10.125,2.25
20160524,WO,B,27,154,4,32,5,4,1,0,0,0.0,8,1,1,0.1111111111111111,0.20833333333333334,8.0,4.0
20160524,HH,T,24,114,5,25,4,3,1,0,0,0.6666666666666666,6,0,1,0.125,0.21052631578947367,6.75,4.5
20160524,SS,B,27,143,5,32,8,4,2,0,2,0.0,6,0,4,0.4444444444444444,0.25,6.0,4.0
20160524,HT,T,27,164,8,28,4,4,0,0,0,0.0,4,2,2,0.2222222222222222,0.16666666666666666,4.0,8.0
20160524,OB,B,27,159,1,39,11,9,2,0,0,1.0,9,1,5,0.5555555555555556,0.36666666666666664,9.0,1.0
20160524,KT,T,24,165,6,31,9,6,0,2,1,1.0,4,1,8,1.0,0.3076923076923077,4.5,6.75
20160525,WO,B,27,164,5,37,14,9,3,0,2,0.0,5,1,8,0.8888888888888888,0.3870967741935484,5.0,3.0
20160525,HH,T,26,179,8,38,15,13,1,0,1,0.0,5,2,9,1.0384615384615385,0.42424242424242425,5.1923076923076925,6.230769230769231
20160525,SS,B,27,144,6,33,9,6,1,1,1,0.0,9,0,3,0.3333333333333333,0.34782608695652173,9.0,5.0
20160525,HT,T,24,141,7,29,7,3,3,0,1,1.0,6,1,5,0.625,0.2608695652173913,6.75,5.625
20160525,OB,B,27,162,6,40,15,10,3,0,2,0.0,9,0,10,1.1111111111111112,0.4482758620689655,9.0,6.0
20160525,KT,T,24,159,9,32,13,9,2,1,1,1.0,3,1,13,1.625,0.41379310344827586,3.375,9.0
20160525,LT,B,27,122,5,30,7,7,0,0,0,0.3333333333333333,7,0,1,0.1111111111111111,0.2916666666666667,7.0,4.0
20160525,LG,T,24,123,7,29,8,5,3,0,0,0.0,6,2,2,0.25,0.34782608695652173,6.75,6.75
20160525,NC,B,27,124,5,26,1,0,1,0,0,0.5,14,0,0,0.0,0.08333333333333333,14.0,4.0
20160525,SK,T,24,154,7,28,8,6,0,0,2,0.5,4,0,3,0.375,0.2727272727272727,4.5,5.625
20160526,WO,B,27,175,6,38,13,11,2,0,0,0.0,5,1,7,0.7777777777777778,0.3939393939393939,5.0,6.0
20160526,HH,T,27,158,7,31,7,4,2,1,0,0.5,8,0,6,0.6666666666666666,0.30434782608695654,8.0,6.0
20160526,SS,B,27,131,2,40,15,10,3,0,2,1.0,7,0,9,1.0,0.41935483870967744,7.0,1.0
20160526,HT,T,27,169,5,33,7,5,1,1,0,0.0,7,0,2,0.2222222222222222,0.25925925925925924,7.0,4.0
20160526,OB,B,27,154,4,36,11,8,3,0,0,0.0,8,0,3,0.3333333333333333,0.39285714285714285,8.0,4.0
20160526,KT,T,24,179,9,32,10,5,3,0,2,1.0,7,2,6,0.75,0.3333333333333333,7.875000000000001,9.0
20160526,LT,B,27,144,3,34,8,5,1,0,2,0.6666666666666666,3,0,4,0.4444444444444444,0.20689655172413793,3.0,3.0
20160526,LG,T,24,166,6,36,11,9,1,0,1,1.0,8,0,6,0.75,0.37037037037037035,9.0,5.625
20160526,NC,B,30,195,8,43,18,12,2,0,4,0.0,11,1,9,0.9,0.4827586206896552,9.899999999999999,5.4
20160526,SK,T,30,159,9,37,10,8,2,0,0,1.0,4,0,6,0.6,0.30303030303030304,3.6,6.3
20160527,OB,B,27,144,1,36,10,8,2,0,0,0.0,6,0,1,0.1111111111111111,0.3333333333333333,6.0,1.0
20160527,LG,T,24,127,3,31,9,7,2,0,0,1.0,2,1,5,0.625,0.3103448275862069,2.25,3.375
20160527,HH,B,27,154,6,33,11,8,1,1,1,0.0,5,0,6,0.6666666666666666,0.3448275862068966,5.0,4.0
20160527,LT,T,24,182,8,39,16,12,4,0,0,1.0,9,2,11,1.375,0.5333333333333333,10.125,7.875000000000001
20160527,HT,B,27,213,12,41,18,14,4,0,0,1.0,2,1,13,1.4444444444444444,0.46153846153846156,2.0,9.0
20160527,NC,T,27,146,4,37,10,4,2,2,2,0.0,9,0,6,0.6666666666666666,0.3076923076923077,9.0,4.0
20160527,SK,B,27,137,6,28,7,6,1,0,0,0.3333333333333333,9,1,2,0.2222222222222222,0.3684210526315789,9.0,6.0
20160527,SS,T,24,155,7,32,10,8,0,0,2,0.3333333333333333,2,0,7,0.875,0.27586206896551724,2.25,6.75
20160527,KT,B,27,104,0,30,4,4,0,0,0,0.0,5,0,0,0.0,0.16,5.0,0.0
20160527,WO,T,24,138,4,35,11,9,1,0,1,1.0,4,0,8,1.0,0.3333333333333333,4.5,4.5
20160528,OB,B,27,128,2,33,7,4,1,1,1,1.0,8,0,2,0.2222222222222222,0.25,8.0,2.0
20160528,LG,T,24,109,1,31,9,6,3,0,0,0.0,5,0,3,0.375,0.34615384615384615,5.625,1.125
20160528,HH,B,27,168,12,31,9,6,1,0,2,0.0,2,0,5,0.5555555555555556,0.25,2.0,11.0
